log_id,case_id,sop_id,step_no,step_name,executed_by,timestamp,expected_duration_min,actual_duration_min,deviation_flag,deviation_type,risk_level
924,LN-2026061,SOP-LU-001,11,Document Stipulation Collection,M.Khan,2026-05-08 12:58:00,20,17,False,None,Low
925,LN-2026061,SOP-LU-001,12,Final Compliance Sign-off,S.Iyer,2026-05-08 13:27:00,15,15,False,None,High
926,LN-2026061,SOP-LU-001,13,Final Approval & Booking,R.Das,2026-05-08 13:44:00,10,8,False,None,Medium
927,LN-2026061,SOP-LU-001,14,Disbursement Instruction,A.Rao,2026-05-08 14:13:00,10,12,False,None,Medium
928,LN-2026062,SOP-LU-001,1,Application Intake,T.Sharma,2026-05-19 14:12:00,10,10,False,None,Low
929,LN-2026062,SOP-LU-001,2,KYC & Identity Verification,N.Bose,2026-05-19 14:39:00,20,19,False,None,High
930,LN-2026062,SOP-LU-001,3,Credit Bureau Pull,S.Iyer,2026-05-19 15:04:00,15,13,False,None,Medium
931,LN-2026062,SOP-LU-001,4,Income & Employment Verification,V.Reddy,2026-05-19 15:34:00,25,24,False,None,Medium
932,LN-2026062,SOP-LU-001,5,Debt-to-Income Calculation,K.Menon,2026-05-19 15:55:00,10,14,False,None,Medium
933,LN-2026062,SOP-LU-001,6,Collateral Valuation,V.Reddy,2026-05-19 17:05:00,45,52,False,None,High
934,LN-2026062,SOP-LU-001,7,Fraud Risk Screening,S.Iyer,2026-05-19 17:32:00,15,16,False,None,High
935,LN-2026062,SOP-LU-001,8,Automated Credit Scoring,R.Das,2026-05-19 17:48:00,5,7,True,Extra Manual Step Added,Medium
936,LN-2026062,SOP-LU-001,9,Manual Underwriting Review,P.Nair,2026-05-19 18:15:00,30,23,False,None,High
937,LN-2026062,SOP-LU-001,10,Conditional Approval Decision,M.Khan,2026-05-19 18:36:00,15,12,False,None,Medium
938,LN-2026062,SOP-LU-001,11,Document Stipulation Collection,N.Bose,2026-05-19 19:07:00,20,16,False,None,Low
939,LN-2026062,SOP-LU-001,12,Final Compliance Sign-off,M.Khan,2026-05-19 19:21:00,15,8,False,None,High
940,LN-2026062,SOP-LU-001,13,Final Approval & Booking,S.Iyer,2026-05-19 19:44:00,10,11,False,None,Medium
941,LN-2026062,SOP-LU-001,14,Disbursement Instruction,V.Reddy,2026-05-19 20:07:00,10,10,False,None,Medium
942,LN-2026062,SOP-LU-001,15,Post-Disbursement Audit Tagging,P.Nair,2026-05-19 20:14:00,5,4,False,None,Low
943,LN-2026063,SOP-LU-001,1,Application Intake,T.Sharma,2026-05-12 18:17:00,10,9,False,None,Low
944,LN-2026063,SOP-LU-001,2,KYC & Identity Verification,J.Pillai,2026-05-12 18:40:00,20,18,False,None,High
945,LN-2026063,SOP-LU-001,3,Credit Bureau Pull,T.Sharma,2026-05-12 19:01:00,15,16,True,Approval Bypassed,Medium
946,LN-2026063,SOP-LU-001,4,Income & Employment Verification,A.Rao,2026-05-12 19:32:00,25,27,False,None,Medium
947,LN-2026063,SOP-LU-001,5,Debt-to-Income Calculation,V.Reddy,2026-05-12 19:41:00,10,8,False,None,Medium
948,LN-2026063,SOP-LU-001,6,Collateral Valuation,M.Khan,2026-05-12 20:46:00,45,52,False,None,High
949,LN-2026063,SOP-LU-001,7,Fraud Risk Screening,R.Das,2026-05-12 21:04:00,15,12,False,None,High
950,LN-2026063,SOP-LU-001,8,Automated Credit Scoring,R.Das,2026-05-12 21:14:00,5,5,False,None,Medium
951,LN-2026063,SOP-LU-001,9,Manual Underwriting Review,P.Nair,2026-05-12 21:51:00,30,35,False,None,High
952,LN-2026063,SOP-LU-001,10,Conditional Approval Decision,S.Iyer,2026-05-12 22:16:00,15,20,False,None,Medium
953,LN-2026063,SOP-LU-001,12,Final Compliance Sign-off,V.Reddy,2026-05-12 22:38:00,15,16,False,None,High
954,LN-2026063,SOP-LU-001,13,Final Approval & Booking,J.Pillai,2026-05-12 23:06:00,10,9,False,None,Medium
955,LN-2026063,SOP-LU-001,14,Disbursement Instruction,N.Bose,2026-05-12 23:25:00,10,10,False,None,Medium
956,LN-2026063,SOP-LU-001,15,Post-Disbursement Audit Tagging,N.Bose,2026-05-12 23:32:00,5,5,False,None,Low
957,LN-2026064,SOP-LU-001,1,Application Intake,J.Pillai,2026-06-10 21:25:00,10,9,False,None,Low
958,LN-2026064,SOP-LU-001,2,KYC & Identity Verification,K.Menon,2026-06-10 21:48:00,20,22,False,None,High
959,LN-2026064,SOP-LU-001,3,Credit Bureau Pull,N.Bose,2026-06-10 22:10:00,15,13,False,None,Medium
960,LN-2026064,SOP-LU-001,4,Income & Employment Verification,K.Menon,2026-06-10 22:52:00,25,23,False,None,Medium
961,LN-2026064,SOP-LU-001,5,Debt-to-Income Calculation,K.Menon,2026-06-10 23:20:00,10,12,False,None,Medium
962,LN-2026064,SOP-LU-001,6,Collateral Valuation,N.Bose,2026-06-11 00:19:00,45,42,True,Documentation Missing,High
963,LN-2026064,SOP-LU-001,7,Fraud Risk Screening,N.Bose,2026-06-11 00:48:00,15,14,False,None,High
964,LN-2026064,SOP-LU-001,8,Automated Credit Scoring,T.Sharma,2026-06-11 00:56:00,5,5,False,None,Medium
965,LN-2026064,SOP-LU-001,9,Manual Underwriting Review,V.Reddy,2026-06-11 01:39:00,30,28,False,None,High
966,LN-2026064,SOP-LU-001,10,Conditional Approval Decision,J.Pillai,2026-06-11 01:59:00,15,13,True,Order Swapped,Medium
967,LN-2026064,SOP-LU-001,11,Document Stipulation Collection,N.Bose,2026-06-11 02:21:00,20,21,False,None,Low
968,LN-2026064,SOP-LU-001,12,Final Compliance Sign-off,A.Rao,2026-06-11 02:41:00,15,12,False,None,High
969,LN-2026064,SOP-LU-001,13,Final Approval & Booking,N.Bose,2026-06-11 03:07:00,10,11,False,None,Medium
970,LN-2026064,SOP-LU-001,14,Disbursement Instruction,J.Pillai,2026-06-11 03:22:00,10,9,False,None,Medium
971,LN-2026064,SOP-LU-001,15,Post-Disbursement Audit Tagging,R.Das,2026-06-11 03:50:00,5,14,True,Duration Overrun,Low
972,LN-2026065,SOP-LU-001,1,Application Intake,P.Nair,2026-07-24 03:21:00,10,9,False,None,Low
973,LN-2026065,SOP-LU-001,2,KYC & Identity Verification,A.Rao,2026-07-24 03:56:00,20,22,False,None,High
974,LN-2026065,SOP-LU-001,3,Credit Bureau Pull,K.Menon,2026-07-24 04:24:00,15,13,False,None,Medium
975,LN-2026065,SOP-LU-001,4,Income & Employment Verification,A.Rao,2026-07-24 04:52:00,25,26,False,None,Medium
976,LN-2026065,SOP-LU-001,5,Debt-to-Income Calculation,K.Menon,2026-07-24 05:15:00,10,9,False,None,Medium
977,LN-2026065,SOP-LU-001,6,Collateral Valuation,V.Reddy,2026-07-24 06:15:00,45,52,False,None,High
978,LN-2026065,SOP-LU-001,7,Fraud Risk Screening,S.Iyer,2026-07-24 07:01:00,15,27,True,Duration Overrun,High
979,LN-2026065,SOP-LU-001,8,Automated Credit Scoring,M.Khan,2026-07-24 07:19:00,5,4,False,None,Medium
980,LN-2026065,SOP-LU-001,9,Manual Underwriting Review,M.Khan,2026-07-24 07:54:00,30,29,False,None,High
981,LN-2026065,SOP-LU-001,10,Conditional Approval Decision,M.Khan,2026-07-24 08:29:00,15,16,False,None,Medium
982,LN-2026065,SOP-LU-001,11,Document Stipulation Collection,N.Bose,2026-07-24 09:01:00,20,18,False,None,Low
983,LN-2026065,SOP-LU-001,12,Final Compliance Sign-off,T.Sharma,2026-07-24 09:25:00,15,15,True,Tool Substitution,High
984,LN-2026065,SOP-LU-001,13,Final Approval & Booking,M.Khan,2026-07-24 09:48:00,10,10,True,Documentation Missing,Medium
985,LN-2026065,SOP-LU-001,14,Disbursement Instruction,P.Nair,2026-07-24 10:18:00,10,11,False,None,Medium
986,LN-2026065,SOP-LU-001,15,Post-Disbursement Audit Tagging,A.Rao,2026-07-24 10:37:00,5,4,False,None,Low
987,LN-2026066,SOP-LU-001,1,Application Intake,M.Khan,2026-05-17 13:13:00,10,9,False,None,Low
988,LN-2026066,SOP-LU-001,2,KYC & Identity Verification,P.Nair,2026-05-17 13:40:00,20,19,False,None,High
989,LN-2026066,SOP-LU-001,3,Credit Bureau Pull,T.Sharma,2026-05-17 14:05:00,15,11,False,None,Medium
990,LN-2026066,SOP-LU-001,4,Income & Employment Verification,P.Nair,2026-05-17 14:42:00,25,26,False,None,Medium
991,LN-2026066,SOP-LU-001,5,Debt-to-Income Calculation,K.Menon,2026-05-17 14:56:00,10,10,False,None,Medium
992,LN-2026066,SOP-LU-001,6,Collateral Valuation,M.Khan,2026-05-17 15:59:00,45,55,True,Approval Bypassed,High
993,LN-2026066,SOP-LU-001,7,Fraud Risk Screening,A.Rao,2026-05-17 16:22:00,15,14,False,None,High
994,LN-2026066,SOP-LU-001,8,Automated Credit Scoring,K.Menon,2026-05-17 16:43:00,5,5,False,None,Medium
995,LN-2026066,SOP-LU-001,9,Manual Underwriting Review,V.Reddy,2026-05-17 17:28:00,30,33,True,Step Skipped,High
996,LN-2026066,SOP-LU-001,10,Conditional Approval Decision,A.Rao,2026-05-17 17:44:00,15,13,False,None,Medium
997,LN-2026066,SOP-LU-001,11,Document Stipulation Collection,A.Rao,2026-05-17 18:11:00,20,22,False,None,Low
998,LN-2026066,SOP-LU-001,12,Final Compliance Sign-off,P.Nair,2026-05-17 18:40:00,15,13,False,None,High
999,LN-2026066,SOP-LU-001,13,Final Approval & Booking,A.Rao,2026-05-17 18:51:00,10,10,False,None,Medium
1000,LN-2026066,SOP-LU-001,14,Disbursement Instruction,R.Das,2026-05-17 19:11:00,10,11,False,None,Medium
1001,LN-2026066,SOP-LU-001,15,Post-Disbursement Audit Tagging,J.Pillai,2026-05-17 19:33:00,5,5,False,None,Low
1002,LN-2026067,SOP-LU-001,1,Application Intake,T.Sharma,2026-05-21 01:11:00,10,10,False,None,Low
1003,LN-2026067,SOP-LU-001,2,KYC & Identity Verification,S.Iyer,2026-05-21 01:46:00,20,16,False,None,High
1004,LN-2026067,SOP-LU-001,3,Credit Bureau Pull,N.Bose,2026-05-21 02:08:00,15,14,False,None,Medium
1005,LN-2026067,SOP-LU-001,4,Income & Employment Verification,R.Das,2026-05-21 02:51:00,25,24,False,None,Medium
1006,LN-2026067,SOP-LU-001,5,Debt-to-Income Calculation,N.Bose,2026-05-21 03:05:00,10,10,False,None,Medium
1007,LN-2026067,SOP-LU-001,6,Collateral Valuation,S.Iyer,2026-05-21 03:48:00,45,39,False,None,High
1008,LN-2026067,SOP-LU-001,7,Fraud Risk Screening,M.Khan,2026-05-21 04:15:00,15,15,False,None,High
1009,LN-2026067,SOP-LU-001,8,Automated Credit Scoring,A.Rao,2026-05-21 04:23:00,5,6,False,None,Medium
1010,LN-2026067,SOP-LU-001,9,Manual Underwriting Review,M.Khan,2026-05-21 04:54:00,30,29,False,None,High
1011,LN-2026067,SOP-LU-001,10,Conditional Approval Decision,T.Sharma,2026-05-21 05:17:00,15,15,False,None,Medium
1012,LN-2026067,SOP-LU-001,11,Document Stipulation Collection,M.Khan,2026-05-21 05:42:00,20,19,False,None,Low
1013,LN-2026067,SOP-LU-001,12,Final Compliance Sign-off,M.Khan,2026-05-21 06:13:00,15,14,False,None,High
1014,LN-2026067,SOP-LU-001,13,Final Approval & Booking,N.Bose,2026-05-21 06:34:00,10,9,False,None,Medium
1015,LN-2026067,SOP-LU-001,14,Disbursement Instruction,P.Nair,2026-05-21 07:04:00,10,11,False,None,Medium
1016,LN-2026067,SOP-LU-001,15,Post-Disbursement Audit Tagging,S.Iyer,2026-05-21 07:19:00,5,5,False,None,Low
1017,LN-2026068,SOP-LU-001,1,Application Intake,M.Khan,2026-05-19 08:17:00,10,9,False,None,Low
1018,LN-2026068,SOP-LU-001,2,KYC & Identity Verification,S.Iyer,2026-05-19 08:44:00,20,13,False,None,High
1019,LN-2026068,SOP-LU-001,3,Credit Bureau Pull,R.Das,2026-05-19 09:12:00,15,11,False,None,Medium
1020,LN-2026068,SOP-LU-001,4,Income & Employment Verification,K.Menon,2026-05-19 09:52:00,25,27,False,None,Medium
1021,LN-2026068,SOP-LU-001,5,Debt-to-Income Calculation,T.Sharma,2026-05-19 10:20:00,10,11,False,None,Medium
1022,LN-2026068,SOP-LU-001,6,Collateral Valuation,P.Nair,2026-05-19 11:13:00,45,45,True,Approval Bypassed,High
1023,LN-2026068,SOP-LU-001,7,Fraud Risk Screening,J.Pillai,2026-05-19 12:00:00,15,37,True,Duration Overrun,High
1024,LN-2026068,SOP-LU-001,8,Automated Credit Scoring,K.Menon,2026-05-19 12:15:00,5,4,False,None,Medium
1025,LN-2026068,SOP-LU-001,9,Manual Underwriting Review,J.Pillai,2026-05-19 12:59:00,30,27,False,None,High
1026,LN-2026068,SOP-LU-001,10,Conditional Approval Decision,N.Bose,2026-05-19 13:34:00,15,16,False,None,Medium
1027,LN-2026068,SOP-LU-001,11,Document Stipulation Collection,P.Nair,2026-05-19 14:01:00,20,20,False,None,Low
1028,LN-2026068,SOP-LU-001,12,Final Compliance Sign-off,T.Sharma,2026-05-19 14:31:00,15,17,False,None,High
1029,LN-2026068,SOP-LU-001,13,Final Approval & Booking,A.Rao,2026-05-19 14:51:00,10,9,False,None,Medium
1030,LN-2026068,SOP-LU-001,14,Disbursement Instruction,P.Nair,2026-05-19 15:14:00,10,10,False,None,Medium
1031,LN-2026068,SOP-LU-001,15,Post-Disbursement Audit Tagging,K.Menon,2026-05-19 15:28:00,5,6,False,None,Low
1032,LN-2026069,SOP-LU-001,1,Application Intake,J.Pillai,2026-05-19 23:21:00,10,8,False,None,Low
1033,LN-2026069,SOP-LU-001,2,KYC & Identity Verification,M.Khan,2026-05-19 23:49:00,20,15,False,None,High
1034,LN-2026069,SOP-LU-001,3,Credit Bureau Pull,N.Bose,2026-05-20 00:13:00,15,17,False,None,Medium
1035,LN-2026069,SOP-LU-001,4,Income & Employment Verification,R.Das,2026-05-20 00:58:00,25,28,False,None,Medium
1036,LN-2026069,SOP-LU-001,5,Debt-to-Income Calculation,N.Bose,2026-05-20 01:23:00,10,10,False,None,Medium
1037,LN-2026069,SOP-LU-001,6,Collateral Valuation,R.Das,2026-05-20 02:09:00,45,42,False,None,High
1038,LN-2026069,SOP-LU-001,7,Fraud Risk Screening,N.Bose,2026-05-20 02:26:00,15,16,False,None,High
1039,LN-2026069,SOP-LU-001,8,Automated Credit Scoring,V.Reddy,2026-05-20 02:48:00,5,3,False,None,Medium
1040,LN-2026069,SOP-LU-001,9,Manual Underwriting Review,V.Reddy,2026-05-20 03:29:00,30,26,True,Approval Bypassed,High
1041,LN-2026069,SOP-LU-001,10,Conditional Approval Decision,T.Sharma,2026-05-20 03:48:00,15,18,False,None,Medium
1042,LN-2026069,SOP-LU-001,11,Document Stipulation Collection,T.Sharma,2026-05-20 04:18:00,20,18,False,None,Low
1043,LN-2026069,SOP-LU-001,12,Final Compliance Sign-off,A.Rao,2026-05-20 04:39:00,15,14,False,None,High
1044,LN-2026069,SOP-LU-001,13,Final Approval & Booking,P.Nair,2026-05-20 04:50:00,10,9,False,None,Medium
1045,LN-2026069,SOP-LU-001,14,Disbursement Instruction,A.Rao,2026-05-20 05:03:00,10,11,False,None,Medium
1046,LN-2026069,SOP-LU-001,15,Post-Disbursement Audit Tagging,J.Pillai,2026-05-20 05:27:00,5,5,False,None,Low
1047,LN-2026070,SOP-LU-001,1,Application Intake,T.Sharma,2026-07-17 18:29:00,10,10,False,None,Low
1048,LN-2026070,SOP-LU-001,2,KYC & Identity Verification,J.Pillai,2026-07-17 19:05:00,20,27,False,None,High
1049,LN-2026070,SOP-LU-001,3,Credit Bureau Pull,V.Reddy,2026-07-17 19:28:00,15,17,False,None,Medium
1050,LN-2026070,SOP-LU-001,4,Income & Employment Verification,T.Sharma,2026-07-17 19:56:00,25,26,False,None,Medium
1051,LN-2026070,SOP-LU-001,5,Debt-to-Income Calculation,V.Reddy,2026-07-17 20:15:00,10,11,False,None,Medium
1052,LN-2026070,SOP-LU-001,6,Collateral Valuation,V.Reddy,2026-07-17 21:02:00,45,45,False,None,High
1053,LN-2026070,SOP-LU-001,7,Fraud Risk Screening,T.Sharma,2026-07-17 21:19:00,15,14,False,None,High
1054,LN-2026070,SOP-LU-001,8,Automated Credit Scoring,N.Bose,2026-07-17 21:34:00,5,4,False,None,Medium
1055,LN-2026070,SOP-LU-001,9,Manual Underwriting Review,N.Bose,2026-07-17 22:21:00,30,42,False,None,High
1056,LN-2026070,SOP-LU-001,10,Conditional Approval Decision,A.Rao,2026-07-17 22:51:00,15,13,False,None,Medium
1057,LN-2026070,SOP-LU-001,11,Document Stipulation Collection,K.Menon,2026-07-17 23:16:00,20,19,False,None,Low
1058,LN-2026070,SOP-LU-001,12,Final Compliance Sign-off,A.Rao,2026-07-17 23:38:00,15,11,False,None,High
1059,LN-2026070,SOP-LU-001,13,Final Approval & Booking,M.Khan,2026-07-17 23:59:00,10,12,False,None,Medium
1060,LN-2026070,SOP-LU-001,14,Disbursement Instruction,P.Nair,2026-07-18 00:13:00,10,8,True,Approval Bypassed,Medium
1061,LN-2026070,SOP-LU-001,15,Post-Disbursement Audit Tagging,A.Rao,2026-07-18 00:19:00,5,4,True,Order Swapped,Low
1062,LN-2026071,SOP-LU-001,1,Application Intake,J.Pillai,2026-07-15 23:15:00,10,12,True,Approval Bypassed,Low
1063,LN-2026071,SOP-LU-001,2,KYC & Identity Verification,V.Reddy,2026-07-15 23:50:00,20,26,False,None,High
1064,LN-2026071,SOP-LU-001,3,Credit Bureau Pull,N.Bose,2026-07-16 00:09:00,15,11,True,Documentation Missing,Medium
1065,LN-2026071,SOP-LU-001,4,Income & Employment Verification,A.Rao,2026-07-16 00:33:00,25,23,False,None,Medium
1066,LN-2026071,SOP-LU-001,5,Debt-to-Income Calculation,R.Das,2026-07-16 00:49:00,10,9,False,None,Medium
1067,LN-2026071,SOP-LU-001,6,Collateral Valuation,R.Das,2026-07-16 01:32:00,45,36,False,None,High
1068,LN-2026071,SOP-LU-001,7,Fraud Risk Screening,M.Khan,2026-07-16 01:51:00,15,15,True,Tool Substitution,High
1069,LN-2026071,SOP-LU-001,8,Automated Credit Scoring,S.Iyer,2026-07-16 02:05:00,5,4,False,None,Medium
1070,LN-2026071,SOP-LU-001,9,Manual Underwriting Review,N.Bose,2026-07-16 02:54:00,30,31,True,Step Skipped,High
1071,LN-2026071,SOP-LU-001,10,Conditional Approval Decision,P.Nair,2026-07-16 03:16:00,15,11,False,None,Medium
1072,LN-2026071,SOP-LU-001,11,Document Stipulation Collection,R.Das,2026-07-16 03:56:00,20,23,False,None,Low
1073,LN-2026071,SOP-LU-001,12,Final Compliance Sign-off,R.Das,2026-07-16 04:25:00,15,17,False,None,High
1074,LN-2026071,SOP-LU-001,13,Final Approval & Booking,K.Menon,2026-07-16 04:41:00,10,10,False,None,Medium
1075,LN-2026071,SOP-LU-001,14,Disbursement Instruction,M.Khan,2026-07-16 05:06:00,10,12,False,None,Medium
1076,LN-2026071,SOP-LU-001,15,Post-Disbursement Audit Tagging,P.Nair,2026-07-16 05:28:00,5,4,False,None,Low
1077,LN-2026072,SOP-LU-001,1,Application Intake,K.Menon,2026-06-28 07:23:00,10,10,False,None,Low
1078,LN-2026072,SOP-LU-001,2,KYC & Identity Verification,A.Rao,2026-06-28 07:48:00,20,21,False,None,High
1079,LN-2026072,SOP-LU-001,3,Credit Bureau Pull,M.Khan,2026-06-28 08:44:00,15,46,True,Duration Overrun,Medium
1080,LN-2026072,SOP-LU-001,4,Income & Employment Verification,A.Rao,2026-06-28 09:27:00,25,24,False,None,Medium
1081,LN-2026072,SOP-LU-001,5,Debt-to-Income Calculation,S.Iyer,2026-06-28 09:39:00,10,7,False,None,Medium
1082,LN-2026072,SOP-LU-001,6,Collateral Valuation,M.Khan,2026-06-28 10:26:00,45,42,True,Tool Substitution,High
1083,LN-2026072,SOP-LU-001,7,Fraud Risk Screening,T.Sharma,2026-06-28 10:46:00,15,14,False,None,High
1084,LN-2026072,SOP-LU-001,8,Automated Credit Scoring,K.Menon,2026-06-28 10:55:00,5,5,False,None,Medium
1085,LN-2026072,SOP-LU-001,9,Manual Underwriting Review,A.Rao,2026-06-28 11:38:00,30,30,False,None,High
1086,LN-2026072,SOP-LU-001,10,Conditional Approval Decision,J.Pillai,2026-06-28 12:08:00,15,15,False,None,Medium
1087,LN-2026072,SOP-LU-001,11,Document Stipulation Collection,A.Rao,2026-06-28 12:40:00,20,19,False,None,Low
1088,LN-2026072,SOP-LU-001,12,Final Compliance Sign-off,R.Das,2026-06-28 12:57:00,15,15,False,None,High
1089,LN-2026072,SOP-LU-001,13,Final Approval & Booking,J.Pillai,2026-06-28 13:25:00,10,9,False,None,Medium
1090,LN-2026072,SOP-LU-001,14,Disbursement Instruction,S.Iyer,2026-06-28 13:36:00,10,8,False,None,Medium
1091,LN-2026072,SOP-LU-001,15,Post-Disbursement Audit Tagging,T.Sharma,2026-06-28 13:59:00,5,4,False,None,Low
1092,LN-2026073,SOP-LU-001,2,KYC & Identity Verification,M.Khan,2026-06-01 17:34:00,20,17,False,None,High
1093,LN-2026073,SOP-LU-001,3,Credit Bureau Pull,R.Das,2026-06-01 18:05:00,15,19,False,None,Medium
1094,LN-2026073,SOP-LU-001,4,Income & Employment Verification,P.Nair,2026-06-01 18:41:00,25,25,False,None,Medium
1095,LN-2026073,SOP-LU-001,5,Debt-to-Income Calculation,M.Khan,2026-06-01 18:51:00,10,7,False,None,Medium
1096,LN-2026073,SOP-LU-001,6,Collateral Valuation,N.Bose,2026-06-01 19:54:00,45,50,False,None,High
1097,LN-2026073,SOP-LU-001,7,Fraud Risk Screening,S.Iyer,2026-06-01 20:27:00,15,14,False,None,High
1098,LN-2026073,SOP-LU-001,8,Automated Credit Scoring,K.Menon,2026-06-01 20:50:00,5,6,False,None,Medium
1099,LN-2026073,SOP-LU-001,9,Manual Underwriting Review,T.Sharma,2026-06-01 21:34:00,30,25,False,None,High
1100,LN-2026073,SOP-LU-001,10,Conditional Approval Decision,P.Nair,2026-06-01 22:10:00,15,28,True,Duration Overrun,Medium
1101,LN-2026073,SOP-LU-001,11,Document Stipulation Collection,T.Sharma,2026-06-01 22:33:00,20,19,False,None,Low
1102,LN-2026073,SOP-LU-001,12,Final Compliance Sign-off,J.Pillai,2026-06-01 23:05:00,15,13,False,None,High
1103,LN-2026073,SOP-LU-001,13,Final Approval & Booking,M.Khan,2026-06-01 23:17:00,10,10,False,None,Medium
1104,LN-2026073,SOP-LU-001,14,Disbursement Instruction,T.Sharma,2026-06-01 23:36:00,10,8,False,None,Medium
1105,LN-2026073,SOP-LU-001,15,Post-Disbursement Audit Tagging,V.Reddy,2026-06-01 23:53:00,5,6,True,Extra Manual Step Added,Low
1106,LN-2026074,SOP-LU-001,1,Application Intake,M.Khan,2026-07-02 22:11:00,10,6,False,None,Low
1107,LN-2026074,SOP-LU-001,2,KYC & Identity Verification,J.Pillai,2026-07-02 22:43:00,20,18,False,None,High
1108,LN-2026074,SOP-LU-001,3,Credit Bureau Pull,K.Menon,2026-07-02 23:11:00,15,16,False,None,Medium
1109,LN-2026074,SOP-LU-001,4,Income & Employment Verification,R.Das,2026-07-02 23:38:00,25,21,False,None,Medium
1110,LN-2026074,SOP-LU-001,5,Debt-to-Income Calculation,K.Menon,2026-07-02 23:52:00,10,10,False,None,Medium
1111,LN-2026074,SOP-LU-001,6,Collateral Valuation,M.Khan,2026-07-03 00:45:00,45,38,True,Order Swapped,High
1112,LN-2026074,SOP-LU-001,7,Fraud Risk Screening,S.Iyer,2026-07-03 01:09:00,15,13,False,None,High
1113,LN-2026074,SOP-LU-001,8,Automated Credit Scoring,T.Sharma,2026-07-03 01:30:00,5,4,False,None,Medium
1114,LN-2026074,SOP-LU-001,9,Manual Underwriting Review,K.Menon,2026-07-03 02:22:00,30,33,False,None,High
1115,LN-2026074,SOP-LU-001,10,Conditional Approval Decision,V.Reddy,2026-07-03 02:59:00,15,22,True,Extra Manual Step Added,Medium
1116,LN-2026074,SOP-LU-001,11,Document Stipulation Collection,R.Das,2026-07-03 03:36:00,20,22,False,None,Low
1117,LN-2026074,SOP-LU-001,12,Final Compliance Sign-off,S.Iyer,2026-07-03 04:08:00,15,16,True,Step Skipped,High
1118,LN-2026074,SOP-LU-001,13,Final Approval & Booking,N.Bose,2026-07-03 04:27:00,10,10,False,None,Medium
1119,LN-2026074,SOP-LU-001,14,Disbursement Instruction,M.Khan,2026-07-03 04:42:00,10,7,False,None,Medium
1120,LN-2026074,SOP-LU-001,15,Post-Disbursement Audit Tagging,T.Sharma,2026-07-03 05:06:00,5,5,True,Step Skipped,Low
1121,LN-2026075,SOP-LU-001,1,Application Intake,M.Khan,2026-06-26 02:24:00,10,10,False,None,Low
1122,LN-2026075,SOP-LU-001,2,KYC & Identity Verification,M.Khan,2026-06-26 03:19:00,20,39,True,Duration Overrun,High
1123,LN-2026075,SOP-LU-001,3,Credit Bureau Pull,N.Bose,2026-06-26 03:55:00,15,20,False,None,Medium
1124,LN-2026075,SOP-LU-001,4,Income & Employment Verification,P.Nair,2026-06-26 04:33:00,25,26,False,None,Medium
1125,LN-2026075,SOP-LU-001,5,Debt-to-Income Calculation,S.Iyer,2026-06-26 04:57:00,10,9,False,None,Medium
1126,LN-2026075,SOP-LU-001,6,Collateral Valuation,S.Iyer,2026-06-26 05:50:00,45,50,False,None,High
1127,LN-2026075,SOP-LU-001,7,Fraud Risk Screening,R.Das,2026-06-26 06:10:00,15,19,True,Extra Manual Step Added,High
1128,LN-2026075,SOP-LU-001,8,Automated Credit Scoring,K.Menon,2026-06-26 06:19:00,5,5,False,None,Medium
1129,LN-2026075,SOP-LU-001,9,Manual Underwriting Review,R.Das,2026-06-26 06:56:00,30,32,False,None,High
1130,LN-2026075,SOP-LU-001,10,Conditional Approval Decision,V.Reddy,2026-06-26 07:25:00,15,16,False,None,Medium
1131,LN-2026075,SOP-LU-001,11,Document Stipulation Collection,T.Sharma,2026-06-26 07:56:00,20,22,False,None,Low
1132,LN-2026075,SOP-LU-001,12,Final Compliance Sign-off,P.Nair,2026-06-26 08:13:00,15,16,False,None,High
1133,LN-2026075,SOP-LU-001,13,Final Approval & Booking,V.Reddy,2026-06-26 08:31:00,10,10,False,None,Medium
1134,LN-2026075,SOP-LU-001,14,Disbursement Instruction,P.Nair,2026-06-26 08:51:00,10,11,False,None,Medium
1135,LN-2026075,SOP-LU-001,15,Post-Disbursement Audit Tagging,S.Iyer,2026-06-26 08:59:00,5,4,False,None,Low
1136,LN-2026076,SOP-LU-001,1,Application Intake,J.Pillai,2026-05-18 05:17:00,10,11,False,None,Low
1137,LN-2026076,SOP-LU-001,2,KYC & Identity Verification,T.Sharma,2026-05-18 05:52:00,20,21,False,None,High
1138,LN-2026076,SOP-LU-001,3,Credit Bureau Pull,M.Khan,2026-05-18 06:15:00,15,10,False,None,Medium
1139,LN-2026076,SOP-LU-001,4,Income & Employment Verification,J.Pillai,2026-05-18 06:56:00,25,25,False,None,Medium
1140,LN-2026076,SOP-LU-001,5,Debt-to-Income Calculation,J.Pillai,2026-05-18 07:29:00,10,16,True,Extra Manual Step Added,Medium
1141,LN-2026076,SOP-LU-001,6,Collateral Valuation,P.Nair,2026-05-18 08:39:00,45,54,False,None,High
1142,LN-2026076,SOP-LU-001,7,Fraud Risk Screening,S.Iyer,2026-05-18 09:00:00,15,15,False,None,High
1143,LN-2026076,SOP-LU-001,8,Automated Credit Scoring,T.Sharma,2026-05-18 09:05:00,5,3,False,None,Medium
1144,LN-2026076,SOP-LU-001,9,Manual Underwriting Review,V.Reddy,2026-05-18 09:38:00,30,26,False,None,High
